frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
11,frame_000011_00-00-10-000.jpg,10.000,00:00:10.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
12,frame_000012_00-00-11-000.jpg,11.000,00:00:11.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
13,frame_000013_00-00-12-000.jpg,12.000,00:00:12.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
14,frame_000014_00-00-13-000.jpg,13.000,00:00:13.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
15,frame_000015_00-00-14-000.jpg,14.000,00:00:14.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
16,frame_000016_00-00-15-000.jpg,15.000,00:00:15.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
17,frame_000017_00-00-16-000.jpg,16.000,00:00:16.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
18,frame_000018_00-00-17-000.jpg,17.000,00:00:17.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
19,frame_000019_00-00-18-000.jpg,18.000,00:00:18.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
20,frame_000020_00-00-19-000.jpg,19.000,00:00:19.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
21,frame_000021_00-00-20-000.jpg,20.000,00:00:20.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
22,frame_000022_00-00-21-000.jpg,21.000,00:00:21.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
23,frame_000023_00-00-22-000.jpg,22.000,00:00:22.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
24,frame_000024_00-00-23-000.jpg,23.000,00:00:23.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
25,frame_000025_00-00-24-000.jpg,24.000,00:00:24.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
26,frame_000026_00-00-25-000.jpg,25.000,00:00:25.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
27,frame_000027_00-00-26-000.jpg,26.000,00:00:26.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
28,frame_000028_00-00-27-000.jpg,27.000,00:00:27.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
29,frame_000029_00-00-28-000.jpg,28.000,00:00:28.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
30,frame_000030_00-00-29-000.jpg,29.000,00:00:29.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
31,frame_000031_00-00-30-000.jpg,30.000,00:00:30.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
32,frame_000032_00-00-31-000.jpg,31.000,00:00:31.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
33,frame_000033_00-00-32-000.jpg,32.000,00:00:32.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
34,frame_000034_00-00-33-000.jpg,33.000,00:00:33.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
35,frame_000035_00-00-34-000.jpg,34.000,00:00:34.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
36,frame_000036_00-00-35-000.jpg,35.000,00:00:35.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
37,frame_000037_00-00-36-000.jpg,36.000,00:00:36.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
38,frame_000038_00-00-37-000.jpg,37.000,00:00:37.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
39,frame_000039_00-00-38-000.jpg,38.000,00:00:38.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
40,frame_000040_00-00-39-000.jpg,39.000,00:00:39.000,Mở đầu: Phép loại suy kịch bản (Script Analogy),"Imagine you happen across a short movie script describing a scene between a person and their AI assistant. The script has what the person asks, but the AI's response has been torn off. Suppose you also have a powerful magical machine that can take any text and provide a sensible prediction of what word comes next. You could finish the script by feeding in what you have, seeing what it predicts to start the AI's answer, and repeating this over and over, completing the dialogue. When you interact with a chatbot, this is exactly what's happening. A Large Language Model is a sophisticated mathematical function that predicts what word comes next for any piece of text. Instead of predicting one word with certainty, it assigns a probability to all possible next words."
41,frame_000041_00-00-40-000.jpg,40.000,00:00:40.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
42,frame_000042_00-00-41-000.jpg,41.000,00:00:41.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
43,frame_000043_00-00-42-000.jpg,42.000,00:00:42.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
44,frame_000044_00-00-43-000.jpg,43.000,00:00:43.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
45,frame_000045_00-00-44-000.jpg,44.000,00:00:44.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
46,frame_000046_00-00-45-000.jpg,45.000,00:00:45.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
47,frame_000047_00-00-46-000.jpg,46.000,00:00:46.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
48,frame_000048_00-00-47-000.jpg,47.000,00:00:47.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
49,frame_000049_00-00-48-000.jpg,48.000,00:00:48.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
50,frame_000050_00-00-49-000.jpg,49.000,00:00:49.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
51,frame_000051_00-00-50-000.jpg,50.000,00:00:50.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
52,frame_000052_00-00-51-000.jpg,51.000,00:00:51.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
53,frame_000053_00-00-52-000.jpg,52.000,00:00:52.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
54,frame_000054_00-00-53-000.jpg,53.000,00:00:53.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
55,frame_000055_00-00-54-000.jpg,54.000,00:00:54.000,Xây dựng một chatbot,"To build a chatbot, you lay out some text describing an interaction between a user and a hypothetical AI assistant. You add on whatever the user types as the first part, then have the model repeatedly predict the next word that such an AI assistant would say. In doing this, the output looks more natural if you allow it to select less likely words at random. So even though the model itself is deterministic, a given prompt typically gives a different answer each time it's run."
