frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
20,frame_000020_00-00-19-000.jpg,19.000,00:00:19.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
21,frame_000021_00-00-20-000.jpg,20.000,00:00:20.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
22,frame_000022_00-00-21-000.jpg,21.000,00:00:21.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
23,frame_000023_00-00-22-000.jpg,22.000,00:00:22.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
24,frame_000024_00-00-23-000.jpg,23.000,00:00:23.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
25,frame_000025_00-00-24-000.jpg,24.000,00:00:24.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
26,frame_000026_00-00-25-000.jpg,25.000,00:00:25.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
27,frame_000027_00-00-26-000.jpg,26.000,00:00:26.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
28,frame_000028_00-00-27-000.jpg,27.000,00:00:27.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
29,frame_000029_00-00-28-000.jpg,28.000,00:00:28.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
30,frame_000030_00-00-29-000.jpg,29.000,00:00:29.000,Vector là building block — 3 góc nhìn,"The fundamental, root of it all building block for linear algebra is the vector. There are three distinct but related ideas about vectors: the physics student perspective, the computer science student perspective, and the mathematician's perspective."
31,frame_000031_00-00-30-000.jpg,30.000,00:00:30.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
32,frame_000032_00-00-31-000.jpg,31.000,00:00:31.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
33,frame_000033_00-00-32-000.jpg,32.000,00:00:32.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
34,frame_000034_00-00-33-000.jpg,33.000,00:00:33.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
35,frame_000035_00-00-34-000.jpg,34.000,00:00:34.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
36,frame_000036_00-00-35-000.jpg,35.000,00:00:35.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
37,frame_000037_00-00-36-000.jpg,36.000,00:00:36.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
38,frame_000038_00-00-37-000.jpg,37.000,00:00:37.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
39,frame_000039_00-00-38-000.jpg,38.000,00:00:38.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
40,frame_000040_00-00-39-000.jpg,39.000,00:00:39.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
41,frame_000041_00-00-40-000.jpg,40.000,00:00:40.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
42,frame_000042_00-00-41-000.jpg,41.000,00:00:41.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
43,frame_000043_00-00-42-000.jpg,42.000,00:00:42.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
44,frame_000044_00-00-43-000.jpg,43.000,00:00:43.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
45,frame_000045_00-00-44-000.jpg,44.000,00:00:44.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
46,frame_000046_00-00-45-000.jpg,45.000,00:00:45.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
47,frame_000047_00-00-46-000.jpg,46.000,00:00:46.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
48,frame_000048_00-00-47-000.jpg,47.000,00:00:47.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
49,frame_000049_00-00-48-000.jpg,48.000,00:00:48.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
50,frame_000050_00-00-49-000.jpg,49.000,00:00:49.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
51,frame_000051_00-00-50-000.jpg,50.000,00:00:50.000,Góc nhìn Vật lý: vector là mũi tên,"The physics student perspective is that vectors are arrows pointing in space. What defines a given vector is its length and the direction it's pointing. As long as those two facts are the same, you can move it all around and it's still the same vector. Vectors in the flat plane are two-dimensional; those in broader space are three-dimensional."
52,frame_000052_00-00-51-000.jpg,51.000,00:00:51.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
53,frame_000053_00-00-52-000.jpg,52.000,00:00:52.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
54,frame_000054_00-00-53-000.jpg,53.000,00:00:53.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
55,frame_000055_00-00-54-000.jpg,54.000,00:00:54.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
56,frame_000056_00-00-55-000.jpg,55.000,00:00:55.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
57,frame_000057_00-00-56-000.jpg,56.000,00:00:56.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
58,frame_000058_00-00-57-000.jpg,57.000,00:00:57.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
59,frame_000059_00-00-58-000.jpg,58.000,00:00:58.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
60,frame_000060_00-00-59-000.jpg,59.000,00:00:59.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
61,frame_000061_00-01-00-000.jpg,60.000,00:01:00.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
62,frame_000062_00-01-01-000.jpg,61.000,00:01:01.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
63,frame_000063_00-01-02-000.jpg,62.000,00:01:02.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
64,frame_000064_00-01-03-000.jpg,63.000,00:01:03.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
65,frame_000065_00-01-04-000.jpg,64.000,00:01:04.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
66,frame_000066_00-01-05-000.jpg,65.000,00:01:05.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
67,frame_000067_00-01-06-000.jpg,66.000,00:01:06.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
68,frame_000068_00-01-07-000.jpg,67.000,00:01:07.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
69,frame_000069_00-01-08-000.jpg,68.000,00:01:08.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
70,frame_000070_00-01-09-000.jpg,69.000,00:01:09.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
71,frame_000071_00-01-10-000.jpg,70.000,00:01:10.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
72,frame_000072_00-01-11-000.jpg,71.000,00:01:11.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
73,frame_000073_00-01-12-000.jpg,72.000,00:01:12.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
74,frame_000074_00-01-13-000.jpg,73.000,00:01:13.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
75,frame_000075_00-01-14-000.jpg,74.000,00:01:14.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
76,frame_000076_00-01-15-000.jpg,75.000,00:01:15.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
77,frame_000077_00-01-16-000.jpg,76.000,00:01:16.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
78,frame_000078_00-01-17-000.jpg,77.000,00:01:17.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
79,frame_000079_00-01-18-000.jpg,78.000,00:01:18.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
80,frame_000080_00-01-19-000.jpg,79.000,00:01:19.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
81,frame_000081_00-01-20-000.jpg,80.000,00:01:20.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
82,frame_000082_00-01-21-000.jpg,81.000,00:01:21.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
83,frame_000083_00-01-22-000.jpg,82.000,00:01:22.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
84,frame_000084_00-01-23-000.jpg,83.000,00:01:23.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
85,frame_000085_00-01-24-000.jpg,84.000,00:01:24.000,Góc nhìn CS: vector là danh sách số có thứ tự,"The computer science perspective is that vectors are ordered lists of numbers. For example, doing analytics about house prices where the features are square footage and price: you model each house with a pair of numbers. The order matters. You'd be modeling houses as two-dimensional vectors, where 'vector' is pretty much a fancy word for list, and what makes it two-dimensional is the length of that list is two."
86,frame_000086_00-01-25-000.jpg,85.000,00:01:25.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
87,frame_000087_00-01-26-000.jpg,86.000,00:01:26.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
88,frame_000088_00-01-27-000.jpg,87.000,00:01:27.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
89,frame_000089_00-01-28-000.jpg,88.000,00:01:28.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
90,frame_000090_00-01-29-000.jpg,89.000,00:01:29.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
91,frame_000091_00-01-30-000.jpg,90.000,00:01:30.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
92,frame_000092_00-01-31-000.jpg,91.000,00:01:31.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
93,frame_000093_00-01-32-000.jpg,92.000,00:01:32.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
94,frame_000094_00-01-33-000.jpg,93.000,00:01:33.000,Góc nhìn Toán học: tổng quát hóa,"The mathematician seeks to generalize both views: a vector can be anything where there's a sensible notion of adding two vectors and multiplying a vector by a number. The details are rather abstract; it's healthy to ignore it until the last video of this series, favoring a more concrete setting in the interim."
