frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
11,frame_000011_00-00-10-000.jpg,10.000,00:00:10.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
12,frame_000012_00-00-11-000.jpg,11.000,00:00:11.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
13,frame_000013_00-00-12-000.jpg,12.000,00:00:12.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
14,frame_000014_00-00-13-000.jpg,13.000,00:00:13.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
15,frame_000015_00-00-14-000.jpg,14.000,00:00:14.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
16,frame_000016_00-00-15-000.jpg,15.000,00:00:15.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
17,frame_000017_00-00-16-000.jpg,16.000,00:00:16.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
18,frame_000018_00-00-17-000.jpg,17.000,00:00:17.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
19,frame_000019_00-00-18-000.jpg,18.000,00:00:18.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
20,frame_000020_00-00-19-000.jpg,19.000,00:00:19.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
21,frame_000021_00-00-20-000.jpg,20.000,00:00:20.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
22,frame_000022_00-00-21-000.jpg,21.000,00:00:21.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
23,frame_000023_00-00-22-000.jpg,22.000,00:00:22.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
24,frame_000024_00-00-23-000.jpg,23.000,00:00:23.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
25,frame_000025_00-00-24-000.jpg,24.000,00:00:24.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
26,frame_000026_00-00-25-000.jpg,25.000,00:00:25.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
27,frame_000027_00-00-26-000.jpg,26.000,00:00:26.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
28,frame_000028_00-00-27-000.jpg,27.000,00:00:27.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
29,frame_000029_00-00-28-000.jpg,28.000,00:00:28.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
30,frame_000030_00-00-29-000.jpg,29.000,00:00:29.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
31,frame_000031_00-00-30-000.jpg,30.000,00:00:30.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
32,frame_000032_00-00-31-000.jpg,31.000,00:00:31.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
33,frame_000033_00-00-32-000.jpg,32.000,00:00:32.000,Mở đầu,"Chào các bạn. Hôm nay chúng ta lại tiếp tục với một điều tưởng chừng rất hiển nhiên: Âm nhân âm bằng dương. Chắc chắn bạn biết nó đúng mà không cần nghĩ. Nhưng có thể bạn chưa từng dừng lại để hỏi: Tại sao lại như vậy? Hỏi xung quanh bạn sẽ thấy đủ kiểu trả lời. Có người bảo 'quy ước thế thôi'. Có người vẽ ra hình ảnh nợ nần, tài sản. Có người nói 'đi lùi rồi quay đầu thì lại đi tới'. Nhưng câu hỏi thật sự: những cách đó là chứng minh, hay chỉ giúp bạn dễ nhớ? Hôm nay mình muốn làm rõ: Âm nhân âm bằng dương không phải quy ước ai đó đặt ra cho có. Nó là kết quả tất yếu khi bạn muốn số âm hoạt động như số bình thường."
