frame_index,filename,timestamp_seconds,timestamp_clock,segment,script_text
13,frame_000013_00-00-12-000.jpg,12.000,00:00:12.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
14,frame_000014_00-00-13-000.jpg,13.000,00:00:13.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
15,frame_000015_00-00-14-000.jpg,14.000,00:00:14.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
16,frame_000016_00-00-15-000.jpg,15.000,00:00:15.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
17,frame_000017_00-00-16-000.jpg,16.000,00:00:16.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
18,frame_000018_00-00-17-000.jpg,17.000,00:00:17.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
19,frame_000019_00-00-18-000.jpg,18.000,00:00:18.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
20,frame_000020_00-00-19-000.jpg,19.000,00:00:19.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
21,frame_000021_00-00-20-000.jpg,20.000,00:00:20.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
22,frame_000022_00-00-21-000.jpg,21.000,00:00:21.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
23,frame_000023_00-00-22-000.jpg,22.000,00:00:22.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
24,frame_000024_00-00-23-000.jpg,23.000,00:00:23.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
25,frame_000025_00-00-24-000.jpg,24.000,00:00:24.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
26,frame_000026_00-00-25-000.jpg,25.000,00:00:25.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
27,frame_000027_00-00-26-000.jpg,26.000,00:00:26.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
28,frame_000028_00-00-27-000.jpg,27.000,00:00:27.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
29,frame_000029_00-00-28-000.jpg,28.000,00:00:28.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
30,frame_000030_00-00-29-000.jpg,29.000,00:00:29.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
31,frame_000031_00-00-30-000.jpg,30.000,00:00:30.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
32,frame_000032_00-00-31-000.jpg,31.000,00:00:31.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
33,frame_000033_00-00-32-000.jpg,32.000,00:00:32.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
34,frame_000034_00-00-33-000.jpg,33.000,00:00:33.000,Mở đầu,"Chào mọi người. Ở đây có ai dành một tình cảm đặc biệt cho hình học không? Hình học từ lâu đã là một phần quan trọng trong toán học, không chỉ vì các công thức mà còn bởi cách các ý tưởng liên kết chặt chẽ với nhau. Từ những khái niệm rất cơ bản, người ta có thể xây dựng nên cả một hệ thống định lý phong phú và sâu sắc. Điều thú vị của hình học nằm ở quá trình khám phá. Trong video này, chúng ta sẽ lần lượt đi qua những nền tảng quan trọng nhất của hình học phẳng."
35,frame_000035_00-00-34-000.jpg,34.000,00:00:34.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
36,frame_000036_00-00-35-000.jpg,35.000,00:00:35.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
37,frame_000037_00-00-36-000.jpg,36.000,00:00:36.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
38,frame_000038_00-00-37-000.jpg,37.000,00:00:37.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
39,frame_000039_00-00-38-000.jpg,38.000,00:00:38.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
40,frame_000040_00-00-39-000.jpg,39.000,00:00:39.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
41,frame_000041_00-00-40-000.jpg,40.000,00:00:40.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
42,frame_000042_00-00-41-000.jpg,41.000,00:00:41.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
43,frame_000043_00-00-42-000.jpg,42.000,00:00:42.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
44,frame_000044_00-00-43-000.jpg,43.000,00:00:43.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
45,frame_000045_00-00-44-000.jpg,44.000,00:00:44.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
46,frame_000046_00-00-45-000.jpg,45.000,00:00:45.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
47,frame_000047_00-00-46-000.jpg,46.000,00:00:46.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
48,frame_000048_00-00-47-000.jpg,47.000,00:00:47.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
49,frame_000049_00-00-48-000.jpg,48.000,00:00:48.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
50,frame_000050_00-00-49-000.jpg,49.000,00:00:49.000,Hai vật liệu gốc: Điểm và đường thẳng,"Hình học phẳng bắt đầu chỉ với hai thứ: điểm và đường thẳng. Điểm là một vị trí, không kích thước. Đường thẳng là tập hợp vô số điểm thẳng hàng, kéo dài vô tận. Nguyên tắc đầu tiên: Qua hai điểm phân biệt, có đúng một đường thẳng. Từ đường thẳng cắt ra: Tia (nửa đường thẳng) và Đoạn thẳng (phần bị chặn giữa hai điểm). Bốn yếu tố cơ bản: điểm, đường thẳng, tia, đoạn thẳng."
